,treino,previsto
gamma1,[0.3642906472729208],[0.37120768427848816]
gamma2,[0.9552362077987966],[0.9597470164299011]
gamma3,[0.01127596271534248],[0.013321545906364918]
gamma4,[0.7216819040125406],[0.7214401364326477]
JIX,[0.09738921128764444],[0.15386463701725006]
JIY,[0.5010819007713414],[0.5506702661514282]
JIZ,[0.49461345881920815],[0.4424015283584595]
JXI,[0.7300902479000198],[0.7896868586540222]
JYI,[-0.42818641019276615],[-0.37704095244407654]
JZI,[0.9311449267290317],[0.7726404666900635]
JXX,[0.13348005804138263],[0.10497622191905975]
JXY,[0.4947781939171796],[0.56010502576828]
JXZ,[0.5097966322719836],[0.5119965672492981]
JYX,[0.8583989113564305],[0.8407000303268433]
JYY,[-0.45177555601451247],[-0.4371095895767212]
JYZ,[-0.2667563735632268],[-0.22941236197948456]
JZX,[0.434689013949763],[0.4896531403064728]
JZY,[0.1705933202916765],[0.1970982849597931]
JZZ,[0.5007357462750803],[0.43640249967575073]
