,treino,previsto
gamma1,[0.951939128259082],[0.9470676183700562]
gamma2,[0.8467770172755084],[0.8450075387954712]
gamma3,[0.37265643819973215],[0.3819679021835327]
gamma4,[0.8090952493694098],[0.8273226022720337]
JIX,[-0.5926591051578969],[-0.6633667945861816]
JIY,[-0.814613156303337],[-0.8181371688842773]
JIZ,[0.3189600046665215],[0.28618305921554565]
JXI,[0.17225884362757293],[0.15849122405052185]
JYI,[0.26881842145966495],[0.2903963625431061]
JZI,[-0.29030610911584054],[-0.1276736855506897]
JXX,[-0.0974703196240907],[-0.09008615463972092]
JXY,[0.7767386580946491],[0.6996780633926392]
JXZ,[0.635838140646408],[0.5915229320526123]
JYX,[-0.4705454932396085],[-0.44275376200675964]
JYY,[-0.4543397669530467],[-0.44589802622795105]
JYZ,[-0.8514402725273611],[-0.859802782535553]
JZX,[0.4630963972794697],[0.39777109026908875]
JZY,[-0.9179128262695495],[-0.8767156004905701]
JZZ,[0.3581159954508317],[0.35119906067848206]
