,treino,previsto
gamma1,[0.15715716159662585],[0.15502703189849854]
gamma2,[0.23801220246653276],[0.24040262401103973]
gamma3,[0.11094752797801466],[0.10796335339546204]
gamma4,[0.5062690516689823],[0.4934220314025879]
JXX,[0.7965959400638762],[0.7817477583885193]
JXY,[-0.838370705633998],[-0.8264151811599731]
JXZ,[0.10854093635657214],[0.12309090793132782]
JYX,[0.2333000853672369],[0.22539496421813965]
JYY,[-0.9182084690303769],[-0.9047775268554688]
JYZ,[-0.2419607912091286],[-0.24094924330711365]
JZX,[0.4069607845874941],[0.3902178406715393]
JZY,[-0.09595815909994854],[-0.0864071324467659]
JZZ,[0.4501307371644181],[0.4420633614063263]
JIX,[-0.0739852843699571],[-0.08011933416128159]
JIY,[-0.2533761372099159],[-0.2457752227783203]
JIZ,[-0.7229211749710895],[-0.7084758281707764]
JXI,[0.7331236999726827],[0.7333203554153442]
JYI,[-0.9871298918377533],[-0.9699269533157349]
JZI,[0.005564160104416738],[0.010451357811689377]
