,treino,previsto
gamma1,[0.5808813852633757],[0.580955982208252]
gamma2,[0.7594878838401685],[0.7593300342559814]
gamma3,[0.2084530917276468],[0.2090373933315277]
gamma4,[0.062205782406492105],[0.06212877854704857]
JIX,[0.5830518719229318],[0.5824657678604126]
JIY,[-0.9379325277179429],[-0.9378408789634705]
JIZ,[0.6754839419077516],[0.675467312335968]
JXI,[-0.3650404551155011],[-0.3645398020744324]
JYI,[-0.9759637002846477],[-0.9763767123222351]
JZI,[-0.8606398745222861],[-0.8614052534103394]
JXX,[0.004466619199896327],[0.004880319349467754]
JXY,[0.2631832108452503],[0.2634710669517517]
JXZ,[0.642755936407096],[0.6420489549636841]
JYX,[0.6342042740943745],[0.6340751051902771]
JYY,[-0.794756935787041],[-0.7940895557403564]
JYZ,[0.727560333989069],[0.7278164625167847]
JZX,[-0.8084007354409559],[-0.8078364133834839]
JZY,[0.6392892064009212],[0.639399528503418]
JZZ,[-0.07912719249258626],[-0.07873781025409698]
