,treino,previsto
gamma1,[0.149835057407401],[0.1497122198343277]
gamma2,[0.7231696718848062],[0.7223327159881592]
gamma3,[0.16751077963049055],[0.1675012707710266]
gamma4,[0.654655200922515],[0.6544407606124878]
JIX,[-0.23795862000845713],[-0.23798519372940063]
JIY,[-0.5385616273790497],[-0.5381972789764404]
JIZ,[-0.6679265513717296],[-0.6670916080474854]
JXI,[0.8276668695454259],[0.8267712593078613]
JYI,[0.155878050571864],[0.1554347574710846]
JZI,[0.38026531463053437],[0.38133153319358826]
JXX,[0.10611895139196825],[0.10549196600914001]
JXY,[-0.2329118720894543],[-0.23228053748607635]
JXZ,[0.46324841325362565],[0.46250438690185547]
JYX,[0.15285591795039477],[0.1519821435213089]
JYY,[0.562419135109645],[0.561796247959137]
JYZ,[0.3231619447148433],[0.3235532343387604]
JZX,[0.6785960349192279],[0.6784103512763977]
JZY,[-0.12121097819798488],[-0.12168276309967041]
JZZ,[-0.6899011584123196],[-0.6897502541542053]
