,treino,previsto
gamma1,[0.21101029956774453],[0.21287791430950165]
gamma2,[0.8480765801722641],[0.7209733128547668]
gamma3,[0.7173017220824032],[0.7000730633735657]
gamma4,[0.07495132545320449],[0.07643095403909683]
JIX,[-0.4562491712318184],[-0.32639235258102417]
JIY,[-0.02394358429818433],[0.05003873631358147]
JIZ,[-0.8362413152576669],[-0.7766086459159851]
JXI,[-0.32253302601586054],[-0.6322419047355652]
JYI,[-0.855332784589292],[-0.8383799195289612]
JZI,[-0.9779272658402001],[-1.0508216619491577]
JXX,[-0.4322994082024627],[-0.4552125930786133]
JXY,[-0.7645872688839439],[-0.8807114362716675]
JXZ,[-0.37792355037599856],[-0.7001911997795105]
JYX,[0.4869415856794128],[0.43942153453826904]
JYY,[-0.9284885689746154],[-0.9756829142570496]
JYZ,[0.24987511436094323],[0.26203835010528564]
JZX,[-0.7299776781859193],[-0.6340879201889038]
JZY,[0.5901424869311658],[0.569904625415802]
JZZ,[0.47393524876420434],[0.3413345515727997]
