,treino,previsto
gamma1,[0.4606660816810936],[0.49225908517837524]
gamma2,[0.961985163786831],[0.8445170521736145]
gamma3,[0.17655246550171377],[0.16395239531993866]
gamma4,[0.6047448911757226],[0.5665068030357361]
JIX,[-0.08278658122587723],[-0.021750563755631447]
JIY,[0.75573580747802],[0.8781085014343262]
JIZ,[-0.936307039182035],[-1.0276808738708496]
JXI,[-0.43514770769241484],[-0.48835018277168274]
JYI,[0.9235823398396055],[0.9738070368766785]
JZI,[0.32863746890923196],[0.44903919100761414]
JXX,[-0.7432552611528482],[-0.6215240955352783]
JXY,[-0.3032215345335192],[-0.4008595645427704]
JXZ,[0.7594986370688406],[0.7116481065750122]
JYX,[-0.11847555907257856],[-0.08203243464231491]
JYY,[-0.9427359472588261],[-0.8410308957099915]
JYZ,[0.7923633416986142],[0.7978051900863647]
JZX,[-0.7402518531783084],[-0.795194149017334]
JZY,[0.2825321585235483],[0.25331833958625793]
JZZ,[0.23915971379161394],[0.14125826954841614]
