,treino,previsto
gamma1,[0.22199627351205975],[0.23998720943927765]
gamma2,[0.8090248481419567],[0.777449369430542]
gamma3,[0.44702127627294486],[0.4147210717201233]
gamma4,[0.7724015287710279],[0.7664265632629395]
JIX,[-0.8531466903953369],[-0.8287580609321594]
JIY,[0.1887238582724753],[0.21080265939235687]
JIZ,[0.9788939235548184],[1.0817009210586548]
JXI,[-0.31203169079243565],[-0.4341360628604889]
JYI,[0.08794858485146739],[0.04522327706217766]
JZI,[-0.25131913562220887],[-0.2576037645339966]
JXX,[0.47920496341231167],[0.38092440366744995]
JXY,[0.37092763164172804],[0.27093249559402466]
JXZ,[0.1974549908787],[0.08702126890420914]
JYX,[0.9521627573684557],[0.9786619544029236]
JYY,[0.40583116852207146],[0.24064503610134125]
JYZ,[-0.314340722076323],[-0.3251420855522156]
JZX,[-0.24010228897073405],[-0.16689902544021606]
JZY,[0.2672760341622098],[0.26132240891456604]
JZZ,[0.3840317846476238],[0.3958466649055481]
