,treino,previsto
gamma1,[0.17618810428468956],[0.16348464787006378]
gamma2,[0.8508752517946389],[0.7929509282112122]
gamma3,[0.8202199870687111],[0.8046571612358093]
gamma4,[0.37585828567644886],[0.4006344974040985]
JIX,[-0.9228963213252399],[-0.9444862604141235]
JIY,[0.3924486452741056],[0.4150753617286682]
JIZ,[-0.712133557209278],[-0.765426516532898]
JXI,[-0.0749354903418249],[-0.11722264438867569]
JYI,[0.34329352823553405],[0.3513439893722534]
JZI,[0.5859025433105887],[0.7967868447303772]
JXX,[-0.09362154306757531],[-0.18719442188739777]
JXY,[-0.0034555404038976167],[-0.0487520806491375]
JXZ,[-0.9616857839513044],[-0.96138596534729]
JYX,[-0.1352223220971196],[-0.15753787755966187]
JYY,[-0.25525063835814765],[-0.2874891459941864]
JYZ,[0.704577266381706],[0.6966111660003662]
JZX,[0.09396780858201126],[0.05316947400569916]
JZY,[0.510633676509932],[0.4772106111049652]
JZZ,[-0.13186372229553167],[-0.14569388329982758]
