,treino,previsto
gamma1,[0.07873212256130502],[0.09082259982824326]
gamma2,[0.8385794417948504],[0.8750423192977905]
gamma3,[0.7748150558613741],[0.7865012288093567]
gamma4,[0.7401692871206411],[0.7197672724723816]
JIX,[0.2969944399577662],[0.2988761365413666]
JIY,[0.40273908193734953],[0.47849932312965393]
JIZ,[0.9140940053161357],[0.9930137991905212]
JXI,[-0.6071937818236794],[-0.9209504127502441]
JYI,[-0.8692615292310002],[-0.9262911677360535]
JZI,[0.6485148599678836],[0.5688057541847229]
JXX,[-0.3338666967613588],[-0.311947762966156]
JXY,[-0.25525056072843344],[-0.33718669414520264]
JXZ,[0.6297316462233915],[0.49955469369888306]
JYX,[-0.6333304606700121],[-0.5765089392662048]
JYY,[0.8193628972743414],[0.7869471907615662]
JYZ,[-0.017661007920774408],[0.0016268083127215505]
JZX,[-0.8573255728224154],[-0.9671439528465271]
JZY,[0.8356247341269967],[0.8898030519485474]
JZZ,[0.14599702737085796],[0.23460730910301208]
