,treino,previsto
gamma1,[0.3821258776361548],[0.49310117959976196]
gamma2,[0.2597144974749366],[0.27022233605384827]
gamma3,[0.9030730537030369],[0.7838886976242065]
gamma4,[0.04104246726610428],[0.012620511464774609]
JIX,[-0.7093276763334386],[-0.7760864496231079]
JIY,[-0.30097748941397007],[-0.27251526713371277]
JIZ,[-0.6741283351047271],[-0.5595802068710327]
JXI,[-0.5082135837716129],[-0.5476568341255188]
JYI,[0.38476156435115083],[0.21320000290870667]
JZI,[-0.6899586608088255],[-0.7058826088905334]
JXX,[-0.2981621320585077],[-0.30607640743255615]
JXY,[-0.5989112539604846],[-0.46625518798828125]
JXZ,[0.9488189626598429],[0.8592236042022705]
JYX,[-0.017848451176140756],[-0.16640616953372955]
JYY,[-0.3818888638509741],[-0.42169392108917236]
JYZ,[-0.18004349647137707],[-0.3523692786693573]
JZX,[0.6561123682325138],[0.6038594841957092]
JZY,[-0.2643523124079703],[-0.16526086628437042]
JZZ,[0.635377617060706],[0.7126098871231079]
