,treino,previsto
gamma1,[0.77529863915214],[0.7750464081764221]
gamma2,[0.34274672680843743],[0.34243476390838623]
gamma3,[0.5901025879832493],[0.5899878740310669]
gamma4,[0.1603307626513215],[0.16022902727127075]
JXX,[-0.28845257802171864],[-0.2882629930973053]
JXY,[0.016102540300439783],[0.015610778704285622]
JXZ,[-0.676948428038167],[-0.6767025589942932]
JYX,[0.922305841157107],[0.921860933303833]
JYY,[0.9705653285538425],[0.9701964855194092]
JYZ,[-0.6566170474147057],[-0.6565757989883423]
JZX,[-0.7544846679233637],[-0.7543696165084839]
JZY,[-0.05489607943462049],[-0.055048927664756775]
JZZ,[0.03745363680889113],[0.03728502243757248]
JIX,[0.8559831317553486],[0.8559139966964722]
JIY,[-0.6539462199039121],[-0.6532774567604065]
JIZ,[0.9412578465756445],[0.94098961353302]
JXI,[-0.5237824485830533],[-0.5233644843101501]
JYI,[-0.07049588397328099],[-0.07026717066764832]
JZI,[0.7955231915539118],[0.7954046130180359]
