,treino,previsto
gamma1,[0.7215400323407826],[0.7206488847732544]
gamma2,[0.22876222127045265],[0.22915780544281006]
gamma3,[0.9452706955539223],[0.9435652494430542]
gamma4,[0.9014274576114836],[0.8996793031692505]
JXX,[0.3031859454455259],[0.30241653323173523]
JXY,[0.5774467022710263],[0.5773667693138123]
JXZ,[-0.8122808264515302],[-0.8111733198165894]
JYX,[-0.9433050469559874],[-0.9425475597381592]
JYY,[0.6715302078397394],[0.6704921126365662]
JYZ,[-0.13446586418989326],[-0.1344618797302246]
JZX,[0.524560164915884],[0.5236018300056458]
JZY,[-0.9957878932977786],[-0.9937013387680054]
JZZ,[-0.10922561189039715],[-0.1090291365981102]
JIX,[-0.7312715117751976],[-0.7292978167533875]
JIY,[0.6948674738744653],[0.6945127248764038]
JIZ,[0.5275492379532281],[0.5277533531188965]
JXI,[-0.4898619485211566],[-0.48923197388648987]
JYI,[-0.009129825816118098],[-0.009251110255718231]
JZI,[-0.10101787042252375],[-0.10027874261140823]
