,treino,previsto
gamma1,[0.6556656514896784],[0.6523421406745911]
gamma2,[0.7707825372818101],[0.804442822933197]
gamma3,[0.6486473098880531],[0.6528410911560059]
gamma4,[0.7519567103881644],[0.7359613180160522]
JIX,[0.8246867187194984],[0.6616858839988708]
JIY,[-0.011300505399674421],[-0.04852284491062164]
JIZ,[0.13160290901296068],[0.017222750931978226]
JXI,[-0.2934101986418025],[-0.2474566102027893]
JYI,[-0.7727670059828655],[-0.7763271927833557]
JZI,[-0.28923988122014976],[-0.41589659452438354]
JXX,[-0.654314601549209],[-0.599683940410614]
JXY,[-0.7562164546869965],[-0.7965232729911804]
JXZ,[-0.6778506698956863],[-0.6644529104232788]
JYX,[-0.9340598937863975],[-0.8963949680328369]
JYY,[0.10681764632445323],[0.013411199674010277]
JYZ,[-0.7618314373676482],[-0.6946884989738464]
JZX,[0.24341659002924376],[0.14573204517364502]
JZY,[-0.26427903177630796],[-0.3899477422237396]
JZZ,[0.8135483283424336],[0.8404653072357178]
