,treino,previsto
gamma1,[0.7911525137028831],[0.7905096411705017]
gamma2,[0.007468944436742619],[0.006212969310581684]
gamma3,[0.3833047283684954],[0.2902970016002655]
gamma4,[0.30461586515781447],[0.2931152284145355]
JIX,[-0.2872035864745557],[-0.4067438840866089]
JIY,[0.6623205548983861],[0.7191401720046997]
JIZ,[-0.2952427056704183],[-0.38041311502456665]
JXI,[-0.8825503740913454],[-0.8327024579048157]
JYI,[-0.05333894071130718],[0.034758035093545914]
JZI,[0.4563627662832759],[0.38937005400657654]
JXX,[0.35697982544055074],[0.4919113516807556]
JXY,[-0.8706931801415108],[-0.8846056461334229]
JXZ,[-0.0059663070718503075],[0.030506625771522522]
JYX,[-0.6081501633286799],[-0.5415394902229309]
JYY,[-0.930926402572763],[-0.8097657561302185]
JYZ,[0.9592415959706198],[1.0762109756469727]
JZX,[0.40975020468332324],[0.48869580030441284]
JZY,[-0.27806031697958034],[-0.4197930097579956]
JZZ,[0.5519991186261384],[0.4975495934486389]
