,treino,previsto
gamma1,[0.7905476817951573],[0.7902346849441528]
gamma2,[0.1667763675050825],[0.16677996516227722]
gamma3,[0.30614199209589266],[0.3059300482273102]
gamma4,[0.6286784916754126],[0.628415584564209]
JXX,[0.7935051924165137],[0.7932944893836975]
JXY,[0.5848239797390551],[0.5843415856361389]
JXZ,[0.7192273898749051],[0.7190060615539551]
JYX,[0.33162747111383184],[0.33129075169563293]
JYY,[-0.6290803677731216],[-0.6287670135498047]
JYZ,[-0.22014295985639176],[-0.22006873786449432]
JZX,[-0.5211412662436052],[-0.5207834839820862]
JZY,[0.5862575754447799],[0.5861060619354248]
JZZ,[-0.9816317794849116],[-0.9807270169258118]
JIX,[-0.3843864905324452],[-0.38410648703575134]
JIY,[0.15591575435007843],[0.15609854459762573]
JIZ,[-0.4687639291636485],[-0.4682216942310333]
JXI,[0.6157921028659785],[0.6157525777816772]
JYI,[-0.0655655579974792],[-0.06552135199308395]
JZI,[-0.3349603865251771],[-0.3344881534576416]
