,treino,previsto
gamma1,[0.5739411879281008],[0.6088185906410217]
gamma2,[0.013114189588902203],[0.0034829408396035433]
gamma3,[0.21672980046384815],[0.2142041176557541]
gamma4,[0.2794823660111103],[0.27301132678985596]
JIX,[0.24580338977940386],[0.32291796803474426]
JIY,[0.4835739785214588],[0.48451676964759827]
JIZ,[0.5903871311313933],[0.6360641717910767]
JXI,[0.8849005675541006],[0.9929983615875244]
JYI,[0.4797971494798614],[0.5594955682754517]
JZI,[0.844649993330834],[0.8169568181037903]
JXX,[-0.9419895434327705],[-0.8625211715698242]
JXY,[-0.0687546912437893],[-0.18497103452682495]
JXZ,[0.8867134339966274],[0.9218436479568481]
JYX,[0.2979491062738484],[0.28562071919441223]
JYY,[0.8018009835012454],[0.764441192150116]
JYZ,[-0.7735880706937113],[-0.7350772619247437]
JZX,[-0.06186190443567252],[0.022623686119914055]
JZY,[-0.5068543347603394],[-0.515554666519165]
JZZ,[0.08752171847186085],[0.0637977197766304]
