,treino,previsto
gamma1,[0.30821956876132295],[0.3082706034183502]
gamma2,[0.4007024373711281],[0.4003404974937439]
gamma3,[0.8816498189519364],[0.8817955851554871]
gamma4,[0.012715156358592217],[0.012991093099117279]
JXX,[0.24322790321746246],[0.2436223328113556]
JXY,[0.8389083130549975],[0.8381180763244629]
JXZ,[-0.5924918257624066],[-0.5921071171760559]
JYX,[-0.920518135049899],[-0.9196027517318726]
JYY,[-0.6464582042697216],[-0.6463204026222229]
JYZ,[-0.9300242489872956],[-0.9303821325302124]
JZX,[-0.12107743052932629],[-0.12087913602590561]
JZY,[-0.7539648609946157],[-0.7536791563034058]
JZZ,[-0.8089635298967284],[-0.8086655735969543]
JIX,[-0.8504124862537785],[-0.8505679368972778]
JIY,[0.5320014716444283],[0.5316260457038879]
JIZ,[0.944187335187751],[0.9441227912902832]
JXI,[-0.16941362221762857],[-0.16954873502254486]
JYI,[0.889752232974109],[0.8893118500709534]
JZI,[-0.1410672442944536],[-0.14144998788833618]
