,treino,previsto
gamma1,[0.7863044343329872],[0.7499393224716187]
gamma2,[0.9717550117964577],[0.9863434433937073]
gamma3,[0.028791618843824085],[0.05278633162379265]
gamma4,[0.9378945220576308],[0.8114467859268188]
JIX,[0.49458253244656714],[0.5755466818809509]
JIY,[-0.5944947353081806],[-0.7304531335830688]
JIZ,[-0.5896826918056928],[-0.7803410291671753]
JXI,[0.2015142521860358],[0.3044183552265167]
JYI,[-0.8864854257125787],[-0.9618768692016602]
JZI,[0.5526572011585595],[0.24148285388946533]
JXX,[0.5288222950287738],[0.3802831172943115]
JXY,[-0.9165274392042873],[-0.8321534991264343]
JXZ,[0.36678988670422896],[0.24828386306762695]
JYX,[0.005474927598498214],[0.10070636123418808]
JYY,[0.2708874110817623],[0.3089101016521454]
JYZ,[0.9074652976162696],[0.9516358375549316]
JZX,[0.9735150597652436],[1.1742825508117676]
JZY,[-0.18171866659490643],[-0.1996701955795288]
JZZ,[0.6882869035295207],[0.9592889547348022]
