,treino,previsto
gamma1,[0.6084021478742864],[0.6083653569221497]
gamma2,[0.014432392962091867],[0.014463315717875957]
gamma3,[0.2758368539391567],[0.2759959399700165]
gamma4,[0.14671032194011457],[0.14667274057865143]
JXX,[-0.7056801636631644],[-0.7054269313812256]
JXY,[-0.5496741288757747],[-0.5495965480804443]
JXZ,[0.4680472044255459],[0.4680368900299072]
JYX,[-0.7395739544804862],[-0.7395650744438171]
JYY,[0.06262950369403653],[0.06246331334114075]
JYZ,[-0.5721849390165186],[-0.572073221206665]
JZX,[-0.41068649247327493],[-0.41066259145736694]
JZY,[-0.13683934321557478],[-0.1369096338748932]
JZZ,[0.6753130210065963],[0.675155520439148]
JIX,[-0.48198301656905285],[-0.4817641079425812]
JIY,[0.37051598592907387],[0.37055960297584534]
JIZ,[0.36816383603222147],[0.3680535554885864]
JXI,[0.6986723227798604],[0.6986849904060364]
JYI,[-0.6285516522525292],[-0.6281833648681641]
JZI,[-0.5388827820690638],[-0.538860023021698]
