,treino,previsto
gamma1,[0.18333476966499396],[0.19952033460140228]
gamma2,[0.9096814486371707],[0.8933837413787842]
gamma3,[0.4911694960396128],[0.5046787261962891]
gamma4,[0.0713372135887923],[0.07123663276433945]
JXX,[0.2969944399577662],[0.3461624085903168]
JXY,[0.40273908193734953],[0.4155363440513611]
JXZ,[0.9140940053161357],[0.9453707337379456]
JYX,[-0.6071937818236794],[-0.5887535214424133]
JYY,[-0.8692615292310002],[-0.8508747816085815]
JYZ,[0.6485148599678836],[0.6901582479476929]
JZX,[-0.3338666967613588],[-0.36127951741218567]
JZY,[-0.25525056072843344],[-0.25558462738990784]
JZZ,[0.6297316462233915],[0.6574999094009399]
