,treino,previsto
gamma1,[0.25380093529249415],[0.2310713827610016]
gamma2,[0.691880100354552],[0.6325907111167908]
gamma3,[0.3244381436862491],[0.3087180554866791]
gamma4,[0.6748205703679084],[0.5509782433509827]
JXX,[-0.6374702733335573],[-0.5610387921333313]
JXY,[0.3228610969904888],[0.3590446412563324]
JXZ,[-0.3308805936649999],[-0.39368292689323425]
JYX,[-0.6041207916749591],[-0.6478811502456665]
JYY,[-0.02096932190376899],[-0.045009955763816833]
JYZ,[-0.01193064178564951],[0.0037348116748034954]
JZX,[-0.04045491970371362],[-0.12234541028738022]
JZY,[-0.08333777059837977],[-0.06961002200841904]
JZZ,[-0.47093939488950465],[-0.5628315210342407]
