,treino,previsto
gamma1,[0.1078566833027319],[0.1022929772734642]
gamma2,[0.6829499338332965],[0.6613695621490479]
gamma3,[0.6006683617497799],[0.5353096723556519]
gamma4,[0.281924522856405],[0.2575068771839142]
JXX,[0.36400912117595574],[0.42438802123069763]
JXY,[-0.8167947838408722],[-0.8208975791931152]
JXZ,[0.2356326977228047],[0.23506934940814972]
JYX,[0.6838398091019124],[0.7437913417816162]
JYY,[0.6691005771521796],[0.7289949655532837]
JYZ,[0.030035451582698824],[0.046251099556684494]
JZX,[0.26207593059135315],[0.2588951587677002]
JZY,[-0.2615403318741629],[-0.2642495930194855]
JZZ,[0.05603724403844934],[0.16828790307044983]
