,treino,previsto
gamma1,[0.1693780871255699],[0.1819940060377121]
gamma2,[0.4115230620409567],[0.4372767508029938]
gamma3,[0.9938380127773296],[0.9775237441062927]
gamma4,[0.10324779991117994],[0.04432225599884987]
JXX,[0.8112793523490414],[0.8689118027687073]
JXY,[0.3725083140534051],[0.3445327877998352]
JXZ,[0.5330185127252884],[0.43775466084480286]
JYX,[0.8092324756265472],[0.7786298990249634]
JYY,[-0.4803451050220462],[-0.6164295673370361]
JYZ,[0.2714517392119784],[0.4031831920146942]
JZX,[0.8098913893329576],[0.845465898513794]
JZY,[0.7442607481394212],[0.6628403663635254]
JZZ,[0.14588133849844365],[0.11154435575008392]
