,treino,previsto
gamma1,[0.733744889835985],[0.61646568775177]
gamma2,[0.6304437186278283],[0.48073694109916687]
gamma3,[0.5042791382906525],[0.4790065288543701]
gamma4,[0.8557982138654457],[0.684688925743103]
JXX,[-0.8662320473144967],[-0.6325645446777344]
JXY,[-0.17351436714348134],[-0.19470269978046417]
JXZ,[-0.7789905321077226],[-0.6954225897789001]
JYX,[0.504222922837068],[0.5024542808532715]
JYY,[0.0225702197513038],[0.15830625593662262]
JYZ,[-0.9006520110389387],[-0.6581853628158569]
JZX,[-0.9103850311286859],[-0.8892017006874084]
JZY,[0.4718687724460289],[0.4787948727607727]
JZZ,[-0.6913005045828078],[-0.6242047548294067]
