,treino,previsto
gamma1,[0.8288422184314298],[0.593227744102478]
gamma2,[0.567045513075952],[0.5371450781822205]
gamma3,[0.8306131699639854],[0.8000827431678772]
gamma4,[0.3211950552460766],[0.28082695603370667]
JXX,[0.36848190482414656],[0.010141639970242977]
JXY,[-0.8083253830463917],[-1.0316165685653687]
JXZ,[-0.6661703874666143],[-0.6999034881591797]
JYX,[0.21024771548237609],[0.455411821603775]
JYY,[-0.34392793595973714],[-0.6438248753547668]
JYZ,[0.8292446415583807],[0.9260870218276978]
JZX,[0.5761022388154311],[0.567923367023468]
JZY,[0.7293919108689626],[0.46978580951690674]
JZZ,[-0.17093465529655072],[-0.21220055222511292]
