,treino,previsto
gamma1,[0.19592491833566006],[0.19926001131534576]
gamma2,[0.03453679871361848],[0.05181874707341194]
gamma3,[0.9796207979853099],[0.9760820269584656]
gamma4,[0.7048751023416616],[0.6576277017593384]
JXX,[-0.2872035864745557],[-0.29692548513412476]
JXY,[0.6623205548983861],[0.6328084468841553]
JXZ,[-0.2952427056704183],[-0.28454625606536865]
JYX,[-0.8825503740913454],[-0.8427612781524658]
JYY,[-0.05333894071130718],[-0.044029414653778076]
JYZ,[0.4563627662832759],[0.47107842564582825]
JZX,[0.35697982544055074],[0.3665904104709625]
JZY,[-0.8706931801415108],[-0.8776625394821167]
JZZ,[-0.0059663070718503075],[-0.034921832382678986]
