,treino,previsto
gamma1,[0.9119047595432644],[0.6617059111595154]
gamma2,[0.8785568789303244],[0.7977492213249207]
gamma3,[0.7237390145662357],[0.6939625144004822]
gamma4,[0.056007046220187706],[0.04277894273400307]
JXX,[0.8272859451097823],[0.7817360162734985]
JXY,[-0.7250439608255377],[-0.8442091941833496]
JXZ,[0.11214027252682701],[0.091507188975811]
JYX,[-0.033955024334235695],[0.17774203419685364]
JYY,[0.9179608298470616],[0.8220628499984741]
JYZ,[-0.23922049672899326],[-0.16206780076026917]
JZX,[-0.10699918374312611],[-0.08318286389112473]
JZY,[0.1547744383110674],[0.09985805302858353]
JZZ,[-0.23580587094563144],[-0.0552649050951004]
