,treino,previsto
gamma1,[0.6068017336408379],[0.5716457366943359]
gamma2,[0.5812040171120031],[0.46429476141929626]
gamma3,[0.15838287025480557],[0.19821040332317352]
gamma4,[0.43066964029126864],[0.4331211447715759]
JXX,[0.9120685437784988],[0.8463842868804932]
JXY,[0.8956549741186988],[0.8552145957946777]
JXZ,[-0.8868972645463826],[-0.7565729022026062]
JYX,[-0.8302560096821567],[-0.7885714769363403]
JYY,[0.6709977562588991],[0.6101255416870117]
JYZ,[0.4719399781370466],[0.4617999196052551]
JZX,[0.3394608028804418],[0.4231089651584625]
JZY,[-0.3837270848217116],[-0.40111079812049866]
JZZ,[0.21188833135692486],[0.2100209891796112]
