,treino,previsto
gamma1,[0.054617199380894155],[0.030192777514457703]
gamma2,[0.15353892261428348],[0.14401784539222717]
gamma3,[0.3013103050049145],[0.2754238247871399]
gamma4,[0.8115833565754772],[0.744411289691925]
JXX,[-0.007687660399174678],[-0.05385937541723251]
JXY,[0.7135280737268923],[0.6949660778045654]
JXZ,[-0.8226115535480942],[-0.8160439133644104]
JYX,[-0.24315592595339663],[-0.2923516035079956]
JYY,[-0.901677355883151],[-0.883206844329834]
JYZ,[0.29958585220893297],[0.2588212788105011]
JZX,[-0.6216283712709287],[-0.6190659403800964]
JZY,[-0.3820884662461579],[-0.2933479845523834]
JZZ,[0.6372988369628543],[0.6448116302490234]
