,treino,previsto
gamma1,[0.7065646893037225],[0.6220689415931702]
gamma2,[0.7244493284983917],[0.6418673992156982]
gamma3,[0.7659427822583291],[0.7079660296440125]
gamma4,[0.44137775501430254],[0.5125990509986877]
JXX,[0.42468597565383703],[0.7489203214645386]
JXY,[0.6795994726237466],[0.4043094217777252]
JXZ,[-0.6348162260909651],[-0.647626519203186]
JYX,[0.9965652550359014],[0.9486553072929382]
JYY,[-0.6118090425525051],[-0.2622770071029663]
JYZ,[0.34177346053199664],[0.39549610018730164]
JZX,[-0.8164267732816153],[-0.87943434715271]
JZY,[0.5154739618114095],[0.5037115216255188]
JZZ,[-0.6973994850161125],[-0.2783079743385315]
