,treino,previsto
gamma1,[0.1224371932122491],[0.12768492102622986]
gamma2,[0.36368262779173954],[0.33130428194999695]
gamma3,[0.27610317904813664],[0.2293495386838913]
gamma4,[0.7548561847919819],[0.708654522895813]
JXX,[-0.7080903986407061],[-0.6085329055786133]
JXY,[-0.6216493565570518],[-0.37340599298477173]
JXZ,[0.6782149346653983],[0.624239981174469]
JYX,[0.08109353634994831],[0.0639922022819519]
JYY,[-0.43827709921987545],[-0.3941967785358429]
JYZ,[-0.3291341864361108],[-0.2456672191619873]
JZX,[0.08661423184359096],[0.05607699602842331]
JZY,[-0.34445619760718293],[-0.35012513399124146]
JZZ,[0.41979916256951233],[0.35812199115753174]
