,treino,previsto
gamma1,[0.45594588118356716],[0.4439515471458435]
gamma2,[0.047887516459941715],[0.04869820550084114]
gamma3,[0.9329624000750505],[0.9679308533668518]
gamma4,[0.9470780060029439],[0.9911688566207886]
JXX,[-0.7086614897917394],[-0.799310564994812]
JXY,[-0.0901459909719573],[-0.13962960243225098]
JXZ,[0.5415676113180443],[0.5311112403869629]
JYX,[0.4110264538680559],[0.44952392578125]
JYY,[0.4639179460665115],[0.39722496271133423]
JYZ,[-0.1329711302091925],[-0.11221400648355484]
JZX,[0.6000409142668555],[0.5857009887695312]
JZY,[0.0658028292851427],[0.08961301296949387]
JZZ,[-0.8396925816429961],[-0.8675858974456787]
