,treino,previsto
gamma1,[0.7929768725199526],[0.8494212031364441]
gamma2,[0.09412345622921847],[0.07487461715936661]
gamma3,[0.3034012626245255],[0.3119284212589264]
gamma4,[0.0906705374918394],[0.08455297350883484]
JXX,[-0.09524089298036276],[-0.078144870698452]
JXY,[0.11954477216099191],[0.17407478392124176]
JXZ,[0.8484211680474587],[0.8734762668609619]
JYX,[-0.06869985980045334],[-0.1689763218164444]
JYY,[0.01568254612454223],[0.0003837597032543272]
JYZ,[0.1747696576997939],[0.22806118428707123]
JZX,[-0.6306793122902468],[-0.6118996739387512]
JZY,[0.023817278083611004],[-0.01226118579506874]
JZZ,[0.25976544043360383],[0.35592129826545715]
