,treino,previsto
gamma1,[0.6842331280769555],[0.6254759430885315]
gamma2,[0.39667364503301394],[0.3196433186531067]
gamma3,[0.7775165878901124],[0.6087870597839355]
gamma4,[0.11839956986543854],[0.13338710367679596]
JXX,[-0.7863429245966886],[-0.7190096378326416]
JXY,[0.40517104797371095],[0.4076763987541199]
JXZ,[0.30408404062855077],[0.2980935871601105]
JYX,[0.8807047791322358],[0.7549793124198914]
JYY,[-0.4577695468793537],[-0.42732927203178406]
JYZ,[-0.48844897313392166],[-0.4531812071800232]
JZX,[0.4681187282893935],[0.39849358797073364]
JZY,[0.3169000364801515],[0.25115931034088135]
JZZ,[-0.39402405222328984],[-0.3357364237308502]
