,treino,previsto
gamma1,[0.4591337627723967],[0.46344560384750366]
gamma2,[0.45313243113814283],[0.41162747144699097]
gamma3,[0.4949826938891777],[0.5004663467407227]
gamma4,[0.19223084224268217],[0.1882123053073883]
JXX,[-0.5465882812379024],[-0.5320749878883362]
JXY,[0.9245900716687656],[0.8924176096916199]
JXZ,[-0.7473382026982809],[-0.7230687141418457]
JYX,[0.4096338457432158],[0.4369977116584778]
JYY,[-0.8296294638984947],[-0.8543539047241211]
JYZ,[-0.5051180301418299],[-0.5008751153945923]
JZX,[0.9982570783251581],[1.0517405271530151]
JZY,[-0.5812047362221744],[-0.5610307455062866]
JZZ,[0.283736870144214],[0.30291950702667236]
