,treino,previsto
gamma1,[0.3782620689642363],[0.3869050145149231]
gamma2,[0.8065579451696627],[0.8959110379219055]
gamma3,[0.5360527507784326],[0.5614441633224487]
gamma4,[0.7612906482611979],[0.6385942101478577]
JXX,[-0.5516290503053471],[-0.7563586235046387]
JXY,[0.8652805931946954],[0.9310551285743713]
JXZ,[0.8914872178362601],[1.0676747560501099]
JYX,[-0.9544828513835384],[-1.1005245447158813]
JYY,[0.6938338920461884],[0.39474380016326904]
JYZ,[0.42874637280803074],[0.6739941835403442]
JZX,[0.3597921523702974],[0.24045686423778534]
JZY,[-0.9788509022210652],[-0.9844652414321899]
JZZ,[0.6566237432499853],[0.5477227568626404]
