,treino,previsto
gamma1,[0.3782620689642363],[0.3888552188873291]
gamma2,[0.8065579451696627],[0.8911729454994202]
gamma3,[0.5360527507784326],[0.5617741942405701]
gamma4,[0.7612906482611979],[0.6779354810714722]
JXX,[-0.5516290503053471],[-0.7231497764587402]
JXY,[0.8652805931946954],[0.9115412831306458]
JXZ,[0.8914872178362601],[1.0331238508224487]
JYX,[-0.9544828513835384],[-1.0655581951141357]
JYY,[0.6938338920461884],[0.4714828431606293]
JYZ,[0.42874637280803074],[0.6173883676528931]
JZX,[0.3597921523702974],[0.26994097232818604]
JZY,[-0.9788509022210652],[-0.9930450320243835]
JZZ,[0.6566237432499853],[0.5874978303909302]
