,treino,previsto
gamma1,[0.08318062375973012],[0.05374851077795029]
gamma2,[0.8471707277144365],[0.8771276473999023]
gamma3,[0.22742352882594852],[0.2613222002983093]
gamma4,[0.7892196963182868],[0.6078175902366638]
JXX,[-0.2588867178073859],[-0.178330197930336]
JXY,[0.9003708718663839],[1.0089417695999146]
JXZ,[-0.5999070717600636],[-0.5934159755706787]
JYX,[-0.4060517541652038],[-0.42752575874328613]
JYY,[-0.16375735637421673],[-0.058312758803367615]
JYZ,[-0.5253895926232446],[-0.5525091290473938]
JZX,[-0.3972357250361773],[-0.32225266098976135]
JZY,[0.6815276211230483],[0.7080855965614319]
JZZ,[-0.020560708179608644],[0.08686435222625732]
