,treino,previsto
gamma1,[0.6306505848550839],[0.623741626739502]
gamma2,[0.5006197765650313],[0.4995320439338684]
gamma3,[0.8511188349123333],[0.8288728594779968]
gamma4,[0.028351246084461268],[0.02837982028722763]
JXX,[0.598230738233454],[0.5701263546943665]
JXY,[-0.34818771187492725],[-0.32805442810058594]
JXZ,[-0.5190129698346531],[-0.5392955541610718]
JYX,[0.6451117387363627],[0.6271764039993286]
JYY,[-0.7698749260257931],[-0.7820910811424255]
JYZ,[-0.047526449664778925],[-0.06306073069572449]
JZX,[0.11578945815114117],[0.12098106741905212]
JZY,[0.22266613301352445],[0.20003630220890045]
JZZ,[-0.7090570694820459],[-0.7261581420898438]
