,treino,previsto
gamma1,[0.2360563634962105],[0.2338288575410843]
gamma2,[0.0031806306102971638],[0.014521479606628418]
gamma3,[0.3710466916321078],[0.3612288236618042]
gamma4,[0.5853624971821242],[0.5457501411437988]
JXX,[-0.6701010403336041],[-0.6622198820114136]
JXY,[0.3795338484351347],[0.39476478099823]
JXZ,[0.26999988080944126],[0.27578336000442505]
JYX,[-0.04179905588509758],[-0.05017615482211113]
JYY,[-0.5679713042121943],[-0.5652884244918823]
JYZ,[0.5852667164004928],[0.579936683177948]
JZX,[0.6157086039068553],[0.576744019985199]
JZY,[0.02491247927518625],[0.023492055013775826]
JZZ,[0.010168306940023353],[-0.005846682004630566]
