,treino,previsto
gamma1,[0.49491787839107704],[0.4774511456489563]
gamma2,[0.468537729401701],[0.4965895116329193]
gamma3,[0.12795722422850875],[0.12942668795585632]
gamma4,[0.7842725419704123],[0.7629320025444031]
JXX,[-0.8583821458818548],[-0.8303807973861694]
JXY,[-0.1308244925173181],[-0.1180562824010849]
JXZ,[-0.5075004579580764],[-0.5309149622917175]
JYX,[-0.10862841764031073],[-0.15780052542686462]
JYY,[-0.48782436581795374],[-0.4808911681175232]
JYZ,[0.7229725984230293],[0.7450754642486572]
JZX,[0.12087053202375708],[0.11138450354337692]
JZY,[0.48856793143996136],[0.5061674118041992]
JZZ,[0.8530443734443238],[0.9002605080604553]
