,treino,previsto
gamma1,[0.9291994556782153],[0.8378106355667114]
gamma2,[0.27411222199274377],[0.21788205206394196]
gamma3,[0.3666218132183866],[0.35434412956237793]
gamma4,[0.7173445069748815],[0.6768086552619934]
JXX,[0.09738921128764444],[0.029546890407800674]
JXY,[0.5010819007713414],[0.5429744124412537]
JXZ,[0.49461345881920815],[0.5082083940505981]
JYX,[0.7300902479000198],[0.6607841849327087]
JYY,[-0.42818641019276615],[-0.4605558216571808]
JYZ,[0.9311449267290317],[0.8276293277740479]
JZX,[0.13348005804138263],[0.07598794996738434]
JZY,[0.4947781939171796],[0.5337927937507629]
JZZ,[0.5097966322719836],[0.4457221031188965]
