,treino,previsto
gamma1,[0.9917405840162875],[0.8949543833732605]
gamma2,[0.12236895925038416],[0.08900423347949982]
gamma3,[0.14061496110044236],[0.1777273565530777]
gamma4,[0.1733197006715852],[0.19204305112361908]
JXX,[-0.20502224603708497],[-0.20806241035461426]
JXY,[-0.6209768603323691],[-0.6405843496322632]
JXZ,[0.8048786399510626],[0.7515952587127686]
JYX,[0.25107473156469906],[0.27896639704704285]
JYY,[0.05334375453651985],[0.06514370441436768]
JYZ,[0.3934534044238047],[0.3610408902168274]
JZX,[0.7049624374714418],[0.6939200758934021]
JZY,[0.37205632722347204],[0.4070967137813568]
JZZ,[-0.7289865579589982],[-0.695260226726532]
