,treino,previsto
gamma1,[0.13021302275975688],[0.13944435119628906]
gamma2,[0.5313147518470183],[0.4995415210723877]
gamma3,[0.21390753049174072],[0.2106558233499527]
gamma4,[0.29465675376336253],[0.30596354603767395]
JXX,[-0.48198301656905285],[-0.4360266327857971]
JXY,[0.37051598592907387],[0.38592973351478577]
JXZ,[0.36816383603222147],[0.3594846725463867]
JYX,[0.6986723227798604],[0.6878790855407715]
JYY,[-0.6285516522525292],[-0.6196892857551575]
JYZ,[-0.5388827820690638],[-0.5612555146217346]
JZX,[-0.7056801636631644],[-0.7020623087882996]
JZY,[-0.5496741288757747],[-0.5521387457847595]
JZZ,[0.4680472044255459],[0.4556577205657959]
