,treino,previsto
gamma1,[0.9600263501514082],[0.8965240120887756]
gamma2,[0.020403045679433296],[0.05351851508021355]
gamma3,[0.013040577948985943],[0.012036916799843311]
gamma4,[0.4360070478690712],[0.37428420782089233]
JXX,[0.09360310707326613],[0.0415438637137413]
JXY,[-0.751762199047689],[-0.713091254234314]
JXZ,[-0.439812774919055],[-0.437761127948761]
JYX,[-0.13859556840738407],[-0.1338466852903366]
JYY,[-0.9662104295599947],[-0.8222463726997375]
JYZ,[-0.0036095623537208965],[-0.07201041281223297]
JZX,[0.9040597871742617],[0.8658246397972107]
JZY,[-0.14288133986122675],[-0.11811226606369019]
JZZ,[0.6680513959234107],[0.6560937166213989]
