,treino,previsto
gamma1,[0.25510242142972195],[0.2569407820701599]
gamma2,[0.779815799401953],[0.7783300876617432]
gamma3,[0.0254093514055741],[0.005651053506880999]
gamma4,[0.35218703417241026],[0.2758893668651581]
JXX,[-0.4403690528540243],[-0.4189106225967407]
JXY,[0.0042808872494692896],[0.013032104820013046]
JXZ,[0.12829563294553736],[0.160819411277771]
JYX,[-0.07807628366854513],[-0.048274844884872437]
JYY,[0.1734731208329543],[0.07944842427968979]
JYZ,[-0.02553243332706523],[-0.04330812394618988]
JZX,[0.03579855711022262],[0.13538408279418945]
JZY,[-0.5955356590317753],[-0.525348961353302]
JZZ,[-0.7792109396740667],[-0.8336842656135559]
