,treino,previsto
gamma1,[0.7065646893037225],[0.6741234064102173]
gamma2,[0.7244493284983917],[0.7094999551773071]
gamma3,[0.7659427822583291],[0.7366021275520325]
gamma4,[0.44137775501430254],[0.4926687479019165]
JXX,[0.42468597565383703],[0.657931387424469]
JXY,[0.6795994726237466],[0.5587015151977539]
JXZ,[-0.6348162260909651],[-0.6556333899497986]
JYX,[0.9965652550359014],[0.9556190371513367]
JYY,[-0.6118090425525051],[-0.38649049401283264]
JYZ,[0.34177346053199664],[0.37542128562927246]
JZX,[-0.8164267732816153],[-0.8712698817253113]
JZY,[0.5154739618114095],[0.5135085582733154]
JZZ,[-0.6973994850161125],[-0.4177019000053406]
