,treino,previsto
gamma1,[0.733744889835985],[0.6639905571937561]
gamma2,[0.6304437186278283],[0.5426238179206848]
gamma3,[0.5042791382906525],[0.49801915884017944]
gamma4,[0.8557982138654457],[0.7558939456939697]
JXX,[-0.8662320473144967],[-0.728746235370636]
JXY,[-0.17351436714348134],[-0.18659727275371552]
JXZ,[-0.7789905321077226],[-0.7321453094482422]
JYX,[0.504222922837068],[0.5050157904624939]
JYY,[0.0225702197513038],[0.1136394664645195]
JYZ,[-0.9006520110389387],[-0.7512755393981934]
JZX,[-0.9103850311286859],[-0.9141353368759155]
JZY,[0.4718687724460289],[0.486545592546463]
JZZ,[-0.6913005045828078],[-0.6615416407585144]
