,treino,previsto
gamma1,[0.7721889738983578],[0.7873238325119019]
gamma2,[0.18869807513374803],[0.19100576639175415]
gamma3,[0.6965874841150429],[0.7090629935264587]
gamma4,[0.3788296503970776],[0.37137776613235474]
JXX,[0.6289562908956208],[0.6226404309272766]
JXY,[-0.8079541131822325],[-0.8498915433883667]
JXZ,[0.8487886289478179],[0.8608447909355164]
JYX,[0.46084424662008483],[0.4595854580402374]
JYY,[-0.4853199609607668],[-0.4989505410194397]
JYZ,[-0.14503240733877742],[-0.15631237626075745]
JZX,[-0.9317073426318694],[-0.95596843957901]
JZY,[-0.7054176645697114],[-0.7129924297332764]
JZZ,[0.3028950750933861],[0.2955001890659332]
