,treino,previsto
gamma1,[0.7721889738983578],[0.8282490968704224]
gamma2,[0.18869807513374803],[0.1882326602935791]
gamma3,[0.6965874841150429],[0.7390668392181396]
gamma4,[0.3788296503970776],[0.32495492696762085]
JXX,[0.6289562908956208],[0.5840035080909729]
JXY,[-0.8079541131822325],[-1.0217163562774658]
JXZ,[0.8487886289478179],[0.8694205284118652]
JYX,[0.46084424662008483],[0.4634122848510742]
JYY,[-0.4853199609607668],[-0.538584291934967]
JYZ,[-0.14503240733877742],[-0.19325272738933563]
JZX,[-0.9317073426318694],[-1.0508544445037842]
JZY,[-0.7054176645697114],[-0.737701416015625]
JZZ,[0.3028950750933861],[0.27537888288497925]
