,treino,previsto
gamma1,[0.019670627013046116],[0.0001720257569104433]
gamma2,[0.7356439915697156],[0.6884959936141968]
gamma3,[0.5167042010454891],[0.5207644701004028]
gamma4,[0.604345615005703],[0.4581190347671509]
JXX,[-0.9148685728348462],[-0.9111123085021973]
JXY,[0.1793729008033076],[0.013614594005048275]
JXZ,[-0.961378377305627],[-1.0817831754684448]
JYX,[0.028252278584538937],[-0.08146432042121887]
JYY,[0.9532922726476154],[0.9486822485923767]
JYZ,[-0.4195063861588373],[-0.6222455501556396]
JZX,[0.9484396940028381],[0.912139892578125]
JZY,[0.2720623438569263],[0.37282276153564453]
JZZ,[0.7679741736944607],[0.7289400100708008]
