,treino,previsto
gamma1,[0.433483090039801],[0.4168340861797333]
gamma2,[0.5827558773717127],[0.527097761631012]
gamma3,[0.09947541503447277],[0.10604657977819443]
gamma4,[0.3071740013389854],[0.3192840814590454]
JXX,[-0.7105588947326631],[-0.8134177923202515]
JXY,[-0.02020534897708659],[-0.08413377404212952]
JXZ,[0.010200296225074235],[-0.005933096166700125]
JYX,[0.9376978550041575],[0.9528475999832153]
JYY,[0.6239745196640374],[0.4948701560497284]
JYZ,[0.5803349788037444],[0.5868251919746399]
JZX,[0.3600894847607672],[0.49232205748558044]
JZY,[-0.6868256663820986],[-0.7413491010665894]
JZZ,[0.826249436041292],[0.7957053780555725]
