,treino,previsto
gamma1,[0.842263936662764],[0.8342472910881042]
gamma2,[0.13110224609376742],[0.13606399297714233]
gamma3,[0.18758620471677123],[0.19107958674430847]
gamma4,[0.02779642050712894],[0.02666439116001129]
JXX,[-0.774085659647674],[-0.7723225355148315]
JXY,[-0.738295666193135],[-0.7301069498062134]
JXZ,[0.1945217804922421],[0.19503989815711975]
JYX,[-0.643909152948758],[-0.6467523574829102]
JYY,[-0.7350065613100774],[-0.7353066205978394]
JYZ,[-0.07180288786206579],[-0.07140282541513443]
JZX,[-0.16486406011996246],[-0.1666836440563202]
JZY,[-0.5733417102051386],[-0.5836828947067261]
JZZ,[-0.21664558108338805],[-0.22155767679214478]
