,treino,previsto
gamma1,[0.3841711045442975],[0.38640397787094116]
gamma2,[0.7463951961663844],[0.7267570495605469]
gamma3,[0.252383767513222],[0.22699232399463654]
gamma4,[0.5016026705680338],[0.5336729288101196]
JXX,[0.0439678194249864],[-0.01539354957640171]
JXY,[0.6133815542373582],[0.6806789040565491]
JXZ,[0.9209895486477535],[0.9612661600112915]
JYX,[-0.420749244471069],[-0.4780797064304352]
JYY,[0.5322148755959053],[0.3888440430164337]
JYZ,[0.4084397336868253],[0.3908708989620209]
JZX,[0.3227661144476608],[0.29546165466308594]
JZY,[-0.7796759021655764],[-0.7602112889289856]
JZZ,[-0.9461264424189464],[-1.028853416442871]
