,treino,previsto
gamma1,[0.06769746793327747],[0.07068578898906708]
gamma2,[0.6432199124652143],[0.696020245552063]
gamma3,[0.992596950931832],[1.0156038999557495]
gamma4,[0.2072168217777952],[0.17404121160507202]
JXX,[0.9318383760498881],[0.9488868117332458]
JXY,[0.11951182799780913],[0.16221752762794495]
JXZ,[-0.05265622357871269],[-0.0012110135285183787]
JYX,[0.046558950858430315],[-0.006922968663275242]
JYY,[0.5353201261569036],[0.5661106109619141]
JYZ,[0.9772120554889443],[1.1029928922653198]
JZX,[-0.1588688834408547],[-0.10389643162488937]
JZY,[-0.5381276295407358],[-0.5438052415847778]
JZZ,[-0.2506249305871704],[-0.20622755587100983]
