,treino,previsto
gamma1,[0.7314719162578773],[0.7118361592292786]
gamma2,[0.5481151083373056],[0.5541978478431702]
gamma3,[0.6289233814359761],[0.6343806385993958]
gamma4,[0.5860643734085744],[0.5779789090156555]
JXX,[-0.512964474581326],[-0.45681869983673096]
JXY,[0.004417979006311912],[0.02716582454741001]
JXZ,[-0.6761249714183881],[-0.6745628714561462]
JYX,[0.6424444316865625],[0.6177026033401489]
JYY,[-0.5372009749323281],[-0.5126798748970032]
JYZ,[0.10465728127714469],[0.09533468633890152]
JZX,[0.8527148495207293],[0.8361928462982178]
JZY,[-0.20524249153897567],[-0.19024483859539032]
JZZ,[0.9357357839289453],[0.9386853575706482]
