,treino,previsto
gamma1,[0.22192817569031764],[0.2331407219171524]
gamma2,[0.5366800081748135],[0.5198022127151489]
gamma3,[0.2766826434414502],[0.2767888605594635]
gamma4,[0.1726645292853689],[0.154205322265625]
JXX,[-0.527903820525131],[-0.6359295845031738]
JXY,[-0.7936679315385684],[-0.8887659311294556]
JXZ,[-0.20788351477863798],[-0.293832391500473]
JYX,[-0.6900554583951795],[-0.7098054885864258]
JYY,[-0.8669698086408202],[-0.8774154186248779]
JYZ,[-0.19681797102985032],[-0.26051709055900574]
JZX,[0.8359100861754378],[0.8194581270217896]
JZY,[0.600904702991617],[0.5770041942596436]
JZZ,[0.5303252050108769],[0.5033049583435059]
