,treino,previsto
gamma1,[0.9656464075038401],[0.9597970247268677]
gamma2,[0.6626277675625857],[0.6678831577301025]
gamma3,[0.5405812068681397],[0.5582026243209839]
gamma4,[0.3879011757932824],[0.37051743268966675]
JXX,[-0.8193202914613009],[-0.809358537197113]
JXY,[0.9012671291268881],[0.8874004483222961]
JXZ,[-0.7000578940080291],[-0.6682385206222534]
JYX,[0.47874074135255906],[0.4775923490524292]
JYY,[0.6824847918698727],[0.6668585538864136]
JYZ,[0.49427390372409374],[0.44788965582847595]
JZX,[-0.39612480866150146],[-0.37649476528167725]
JZY,[-0.2967521262767605],[-0.34419310092926025]
JZZ,[0.44372522715230645],[0.4540378153324127]
