,treino,previsto
gamma1,[0.4910757744119296],[0.502859890460968]
gamma2,[0.30905556807451295],[0.31164154410362244]
gamma3,[0.40997825176431146],[0.4050818681716919]
gamma4,[0.8280561841162569],[0.8182886242866516]
JXX,[-0.7093276763334386],[-0.6994602084159851]
JXY,[-0.30097748941397007],[-0.3044942617416382]
JXZ,[-0.6741283351047271],[-0.6649644374847412]
JYX,[-0.5082135837716129],[-0.5394455790519714]
JYY,[0.38476156435115083],[0.37718433141708374]
JYZ,[-0.6899586608088255],[-0.7275741696357727]
JZX,[-0.2981621320585077],[-0.27398332953453064]
JZY,[-0.5989112539604846],[-0.5835336446762085]
JZZ,[0.9488189626598429],[0.9680172801017761]
