,treino,previsto
gamma1,[0.4407622204637107],[0.43658629059791565]
gamma2,[0.028632026370586927],[0.026107734069228172]
gamma3,[0.8961816708493071],[0.8945564031600952]
gamma4,[0.12987407341084578],[0.1293667107820511]
JXX,[-0.08278658122587723],[-0.07212059944868088]
JXY,[0.75573580747802],[0.746936023235321]
JXZ,[-0.936307039182035],[-0.9654043316841125]
JYX,[-0.43514770769241484],[-0.4247089922428131]
JYY,[0.9235823398396055],[0.9389917254447937]
JYZ,[0.32863746890923196],[0.3349441587924957]
JZX,[-0.7432552611528482],[-0.7486667633056641]
JZY,[-0.3032215345335192],[-0.28983601927757263]
JZZ,[0.7594986370688406],[0.7692828178405762]
