,treino,previsto
gamma1,[0.19592491833566006],[0.19799154996871948]
gamma2,[0.03453679871361848],[0.03922319412231445]
gamma3,[0.9796207979853099],[0.983112096786499]
gamma4,[0.7048751023416616],[0.6962922811508179]
JXX,[-0.2872035864745557],[-0.29119881987571716]
JXY,[0.6623205548983861],[0.6515366435050964]
JXZ,[-0.2952427056704183],[-0.2916611135005951]
JYX,[-0.8825503740913454],[-0.870241105556488]
JYY,[-0.05333894071130718],[-0.049543194472789764]
JYZ,[0.4563627662832759],[0.46343323588371277]
JZX,[0.35697982544055074],[0.36413341760635376]
JZY,[-0.8706931801415108],[-0.8784958720207214]
JZZ,[-0.0059663070718503075],[-0.015204803086817265]
