,treino,previsto
gamma1,[0.6658137355569159],[0.5392778515815735]
gamma2,[0.1854598161134392],[0.06271498650312424]
gamma3,[0.3899285200718041],[0.3592950701713562]
gamma4,[0.23942936687819738],[0.24475598335266113]
JXX,[-0.3843864905324452],[-0.41595932841300964]
JXY,[0.15591575435007843],[0.07712744176387787]
JXZ,[-0.4687639291636485],[-0.44857504963874817]
JYX,[0.6157921028659785],[0.542152464389801]
JYY,[-0.0655655579974792],[-0.1201644018292427]
JYZ,[-0.3349603865251771],[-0.3012341558933258]
JZX,[0.7935051924165137],[0.7734240889549255]
JZY,[0.5848239797390551],[0.5929840207099915]
JZZ,[0.7192273898749051],[0.690735936164856]
