,treino,previsto
gamma1,[0.7392757413295123],[0.6545917987823486]
gamma2,[0.6086024057140853],[0.5623425245285034]
gamma3,[0.544902257226378],[0.5045343041419983]
gamma4,[0.7561000117457155],[0.5915666222572327]
JXX,[0.463062260800422],[0.552788496017456]
JXY,[0.8281235810354926],[0.7271988987922668]
JXZ,[-0.9253401087353526],[-0.8612390756607056]
JYX,[-0.9912169497951127],[-0.868107795715332]
JYY,[0.9869002798407656],[0.9519742727279663]
JYZ,[-0.3629632766081221],[-0.33206868171691895]
JZX,[-0.6067349693132549],[-0.5546240210533142]
JZY,[-0.0025512448825091294],[0.09036487340927124]
JZZ,[0.102887313876878],[0.061667684465646744]
